,RunId,iteration,Step,width,height,robot_count,path_to_map,planner,Max visited,final state
0,0,0,112,25,25,10,"{L 20 3 15 3, rect 4 4, rect 2 9}",<cpp.planners.greedy.GreedyPlanner object at 0x0000011BA7624970>,4,"['001', '001', '002', '002', '002', '002', '001', '001', '002', '002', '002', '002', '002', '002', '002', '003', '003', '003', '003', '003', '002', '003', '003', '003', '003', '001', '001', '002', '002', '002', '002', '001', '001', '002', '003', '003', '002', '002', '002', '002', '002', '002', '003', '003', '003', '003', '003', '003', '003', '003', '001', '001', '002', '002', '002', '002', '002', '002', '002', '002', '002', '001', '002', '002', '001', '002', '003', '003', '003', '003', '003', '002', '003', '002', '002', '001', '001', '001', '001', '001', '002', '002', '002', '002', '003', '002', '002', '002', '002', '002', '002', '002', '002', '003', '003', '002', '003', '002', '003', '002', '001', '001', '001', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '003', '003', '001', '001', '001', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '003', '003', '001', '001', '001', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '003', '002', '001', '002', '001', '000', '000', '000', '002', '002', '001', '002', '002', '002', '002', '002', '002', '002', '003', '002', '001', '002', '003', '003', '002', '003', '002', '001', '001', '002', '000', '000', '000', '002', '003', '002', '003', '002', '002', '002', '002', '003', '003', '003', '002', '002', '002', '002', '003', '002', '002', '003', '001', '001', '001', '000', '000', '000', '002', '002', '002', '002', '002', '003', '003', '003', '003', '003', '002', '002', '002', '002', '002', '002', '002', '003', '002', '001', '001', '001', '000', '000', '000', '001', '002', '002', '002', '003', '002', '003', '003', '003', '003', '002', '001', '002', '002', '003', '002', '002', '003', '003', '001', '001', '001', '000', '000', '000', '001', '002', '002', '002', '002', '002', '003', '003', '003', '003', '003', '002', '002', '002', '002', '003', '003', '003', '003', '001', '002', '001', '000', '000', '000', '002', '002', '002', '002', '002', '003', '003', '002', '003', '003', '003', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '000', '000', '000', '002', '002', '002', '002', '002', '002', '002', '003', '002', '003', '002', '002', '002', '002', '000', '000', '000', '000', '002', '002', '001', '002', '000', '000', '000', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '003', '002', '000', '000', '000', '000', '002', '002', '002', '002', '000', '000', '000', '003', '002', '002', '002', '003', '003', '002', '000', '000', '003', '003', '002', '002', '002', '000', '000', '000', '000', '003', '002', '002', '003', '000', '000', '000', '003', '002', '002', '002', '002', '003', '002', '000', '000', '002', '003', '003', '002', '002', '000', '000', '000', '000', '003', '002', '002', '002', '000', '000', '000', '002', '002', '002', '002', '002', '002', '002', '000', '000', '002', '002', '002', '003', '003', '003', '003', '003', '003', '003', '002', '002', '002', '000', '000', '000', '003', '002', '003', '002', '002', '002', '001', '000', '000', '002', '003', '002', '003', '003', '003', '003', '003', '003', '003', '002', '002', '001', '002', '002', '002', '002', '002', '003', '002', '002', '002', '001', '000', '000', '003', '003', '003', '003', '003', '003', '003', '004', '003', '002', '002', '001', '001', '002', '002', '003', '003', '003', '002', '002', '002', '002', '002', '000', '000', '003', '003', '003', '002', '003', '003', '004', '004', '003', '003', '002', '002', '002', '003', '002', '003', '003', '003', '002', '002', '002', '002', '002', '000', '000', '002', '003', '003', '003', '003', '004', '004', '004', '004', '003', '002', '002', '002', '003', '003', '003', '003', '002', '002', '002', '002', '002', '002', '000', '000', '002', '003', '002', '003', '003', '003', '004', '004', '004', '003', '002', '002', '002', '003', '003', '002', '002', '002', '003', '002', '002', '002', '003', '000', '000', '002', '003', '003', '003', '003', '003', '004', '004', '004', '004', '002', '002', '002', '002', '002', '002', '002', '003', '002', '002', '002', '003', '002', '003', '002', '002', '002', '003', '003', '003', '003', '003', '003', '004', '003']"
1,1,0,60,25,25,20,cpp\maps\star.png,<cpp.planners.greedy.GreedyPlanner object at 0x0000011BA7624B20>,4,"['003', '003', '003', '003', '003', '004', '003', '002', '002', '001', '001', '001', '000', '001', '002', '002', '003', '002', '002', '002', '002', '002', '002', '002', '002', '003', '003', '003', '003', '004', '003', '003', '003', '002', '002', '002', '001', '000', '002', '002', '003', '003', '003', '002', '003', '003', '002', '002', '003', '002', '002', '002', '002', '003', '004', '003', '003', '003', '003', '002', '002', '000', '001', '000', '002', '002', '003', '003', '003', '003', '002', '003', '002', '003', '002', '001', '002', '002', '003', '003', '003', '002', '003', '002', '002', '002', '000', '001', '000', '002', '002', '002', '002', '003', '003', '002', '002', '002', '003', '002', '001', '002', '002', '003', '002', '002', '002', '002', '002', '002', '002', '000', '002', '000', '002', '002', '002', '003', '002', '002', '002', '002', '003', '002', '002', '002', '002', '002', '002', '002', '002', '002', '003', '002', '003', '000', '002', '001', '002', '000', '002', '003', '002', '002', '003', '003', '003', '003', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '000', '002', '001', '002', '000', '002', '002', '003', '003', '002', '003', '003', '003', '002', '002', '002', '002', '002', '002', '002', '002', '001', '001', '002', '001', '000', '001', '002', '001', '000', '002', '002', '003', '004', '003', '003', '003', '002', '003', '002', '002', '002', '002', '003', '002', '002', '002', '001', '001', '001', '001', '002', '001', '002', '002', '002', '003', '003', '003', '004', '003', '003', '003', '003', '003', '002', '002', '002', '002', '002', '002', '002', '001', '001', '001', '001', '001', '002', '002', '002', '003', '003', '003', '003', '003', '004', '004', '004', '003', '003', '002', '003', '002', '002', '002', '000', '000', '000', '002', '001', '002', '002', '002', '003', '003', '002', '003', '000', '000', '000', '003', '004', '003', '004', '003', '003', '003', '000', '000', '000', '002', '001', '001', '001', '001', '002', '002', '000', '002', '002', '002', '002', '002', '002', '003', '000', '000', '000', '003', '004', '000', '000', '002', '002', '002', '001', '001', '002', '001', '002', '003', '000', '000', '000', '002', '001', '001', '002', '002', '002', '002', '002', '002', '000', '000', '001', '002', '000', '000', '000', '002', '002', '001', '001', '002', '003', '002', '000', '002', '002', '002', '002', '001', '002', '002', '000', '000', '000', '003', '002', '002', '002', '002', '002', '002', '000', '000', '000', '002', '003', '003', '003', '002', '002', '001', '002', '002', '000', '000', '000', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '003', '002', '002', '002', '002', '002', '002', '002', '003', '002', '002', '002', '002', '002', '002', '001', '001', '002', '002', '002', '003', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '003', '002', '002', '002', '002', '002', '001', '001', '002', '001', '002', '001', '001', '002', '002', '002', '002', '002', '000', '002', '002', '002', '000', '002', '003', '002', '002', '002', '002', '002', '002', '002', '001', '001', '002', '001', '001', '001', '002', '002', '002', '002', '002', '000', '002', '002', '002', '000', '003', '003', '003', '002', '002', '002', '002', '002', '001', '001', '001', '002', '002', '002', '002', '002', '002', '002', '002', '002', '000', '003', '002', '002', '000', '003', '003', '002', '002', '002', '002', '002', '002', '002', '001', '002', '002', '002', '003', '002', '002', '002', '002', '001', '002', '002', '000', '003', '000', '002', '003', '003', '003', '003', '002', '002', '002', '002', '003', '002', '002', '002', '002', '003', '002', '002', '002', '001', '002', '002', '002', '000', '003', '000', '003', '002', '002', '002', '003', '002', '003', '003', '002', '002', '001', '001', '002', '002', '002', '002', '002', '001', '002', '002', '002', '002', '000', '003', '000', '003', '003', '003', '003', '003', '003', '002', '002', '002', '002', '003', '002', '002', '003', '002', '002', '002', '002', '002', '002', '002', '003', '003', '000', '002', '003', '003', '003', '002', '003', '002', '002', '002', '002', '002', '002', '002', '001', '002', '002', '002', '001', '002', '001', '002', '002', '003', '003', '000', '003', '003', '003', '002', '003', '002', '002', '002', '002', '001', '002', '002']"
2,2,0,131,25,25,10,"{rect 8 4, L 7 2 -8 3, rect 6 6}",<cpp.planners.greedy.GreedyPlanner object at 0x0000011BA7624B50>,4,"['002', '002', '001', '001', '001', '001', '001', '001', '001', '001', '002', '002', '002', '002', '003', '003', '003', '002', '002', '002', '003', '003', '003', '004', '003', '003', '002', '002', '001', '002', '002', '001', '001', '001', '001', '002', '003', '002', '002', '002', '003', '003', '003', '003', '003', '002', '003', '002', '003', '003', '002', '003', '002', '002', '002', '002', '001', '001', '002', '001', '002', '002', '003', '003', '003', '003', '003', '003', '002', '002', '003', '003', '003', '003', '003', '003', '002', '002', '001', '001', '001', '001', '001', '001', '001', '002', '003', '003', '004', '004', '003', '003', '003', '002', '002', '002', '003', '003', '003', '004', '003', '000', '000', '000', '000', '000', '000', '000', '000', '002', '003', '003', '003', '003', '004', '003', '002', '002', '002', '002', '003', '003', '002', '003', '002', '003', '000', '000', '000', '000', '000', '000', '000', '000', '002', '003', '003', '002', '003', '003', '003', '003', '002', '002', '002', '003', '003', '003', '003', '002', '003', '000', '000', '000', '000', '000', '000', '000', '000', '002', '002', '003', '003', '003', '003', '002', '002', '003', '002', '002', '003', '003', '002', '003', '002', '003', '000', '000', '000', '000', '000', '000', '000', '000', '003', '002', '002', '003', '003', '003', '002', '002', '003', '002', '002', '003', '003', '002', '003', '002', '002', '003', '003', '003', '003', '003', '004', '004', '003', '003', '003', '003', '003', '003', '003', '002', '002', '002', '002', '002', '003', '003', '002', '003', '002', '003', '003', '003', '003', '004', '004', '003', '003', '003', '003', '003', '003', '003', '003', '003', '003', '003', '002', '002', '002', '003', '003', '003', '003', '002', '002', '003', '003', '003', '003', '003', '003', '003', '003', '003', '003', '003', '003', '003', '002', '003', '003', '003', '003', '002', '003', '002', '002', '002', '002', '002', '003', '003', '003', '002', '003', '003', '003', '003', '003', '004', '003', '003', '003', '003', '003', '003', '003', '002', '002', '002', '002', '002', '002', '002', '002', '003', '002', '002', '003', '003', '003', '003', '003', '004', '003', '003', '002', '002', '003', '003', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '003', '003', '000', '000', '000', '003', '002', '003', '003', '003', '000', '000', '000', '000', '000', '000', '003', '003', '002', '003', '002', '002', '002', '002', '003', '003', '002', '000', '000', '000', '003', '002', '002', '002', '003', '000', '000', '000', '000', '000', '000', '002', '003', '003', '002', '003', '002', '002', '002', '003', '003', '002', '000', '000', '000', '002', '002', '002', '003', '003', '000', '000', '000', '000', '000', '000', '003', '003', '003', '003', '003', '002', '003', '003', '003', '003', '003', '000', '000', '000', '001', '002', '002', '003', '003', '000', '000', '000', '000', '000', '000', '003', '003', '003', '003', '003', '002', '003', '003', '003', '003', '002', '000', '000', '000', '001', '002', '002', '003', '003', '000', '000', '000', '000', '000', '000', '002', '003', '003', '003', '002', '002', '002', '003', '002', '003', '003', '000', '000', '000', '001', '002', '002', '003', '002', '000', '000', '000', '000', '000', '000', '002', '002', '003', '002', '002', '002', '003', '003', '002', '003', '003', '000', '000', '000', '000', '000', '000', '000', '003', '003', '002', '003', '003', '003', '002', '002', '002', '002', '003', '002', '002', '003', '003', '002', '003', '002', '000', '000', '000', '000', '000', '000', '000', '003', '003', '003', '003', '003', '003', '003', '002', '002', '002', '002', '002', '002', '003', '002', '003', '003', '003', '003', '002', '002', '003', '002', '002', '002', '003', '003', '002', '003', '003', '003', '003', '003', '002', '002', '002', '001', '002', '003', '003', '003', '003', '003', '002', '003', '003', '003', '002', '002', '002', '002', '002', '003', '003', '003', '002', '003', '002', '002', '002', '002', '002', '002', '003', '003', '003', '003', '003', '003', '002', '003', '003', '002', '002', '002', '001', '003', '002', '002', '003', '003', '003', '002', '003', '003', '002', '002', '003', '003', '003', '003', '003', '003', '002', '002', '002', '002', '002', '002', '002', '001', '001', '002', '002', '003', '003', '002', '002', '003', '003', '003', '003', '003', '003', '003']"
3,3,0,150,25,25,10,cpp\maps\star.png,<cpp.planners.greedy.GreedyPlanner object at 0x0000011BA7624B80>,4,"['003', '003', '003', '003', '003', '003', '002', '002', '003', '003', '003', '002', '000', '002', '002', '002', '002', '002', '002', '002', '002', '001', '001', '001', '001', '003', '003', '004', '003', '003', '003', '003', '003', '003', '003', '003', '002', '000', '003', '002', '002', '002', '002', '002', '002', '002', '001', '002', '002', '001', '003', '003', '003', '004', '003', '003', '003', '003', '002', '003', '003', '000', '003', '000', '003', '002', '003', '002', '002', '002', '002', '002', '001', '001', '001', '003', '003', '003', '004', '003', '003', '003', '004', '003', '002', '003', '000', '003', '000', '003', '003', '003', '002', '002', '001', '001', '002', '002', '001', '001', '003', '003', '003', '004', '003', '003', '003', '003', '003', '003', '003', '000', '003', '000', '003', '002', '002', '002', '002', '002', '001', '002', '002', '002', '001', '002', '003', '003', '003', '003', '003', '003', '004', '003', '003', '000', '003', '003', '003', '000', '003', '003', '002', '002', '001', '002', '002', '002', '002', '002', '002', '003', '002', '002', '003', '003', '003', '003', '003', '003', '000', '003', '003', '002', '000', '003', '003', '003', '002', '002', '001', '002', '003', '002', '002', '002', '002', '002', '002', '003', '004', '003', '003', '003', '003', '000', '003', '003', '002', '000', '003', '003', '003', '003', '002', '002', '002', '002', '003', '003', '002', '003', '002', '003', '003', '003', '003', '003', '003', '003', '003', '003', '003', '002', '002', '003', '003', '003', '003', '003', '003', '003', '003', '004', '003', '002', '003', '002', '002', '003', '003', '003', '003', '003', '003', '003', '003', '002', '003', '003', '003', '003', '003', '003', '002', '003', '003', '003', '004', '003', '002', '002', '003', '002', '003', '000', '000', '000', '003', '003', '003', '002', '003', '003', '003', '003', '003', '000', '000', '000', '003', '003', '003', '004', '003', '002', '002', '000', '000', '000', '002', '002', '003', '003', '003', '003', '002', '000', '002', '003', '003', '003', '003', '003', '003', '000', '000', '000', '003', '003', '000', '000', '002', '002', '003', '002', '003', '003', '003', '003', '003', '000', '000', '000', '003', '003', '003', '003', '003', '003', '002', '003', '003', '000', '000', '001', '002', '000', '000', '000', '003', '002', '003', '003', '003', '003', '003', '000', '003', '003', '003', '003', '003', '002', '003', '000', '000', '000', '004', '003', '001', '002', '002', '002', '003', '000', '000', '000', '003', '003', '003', '003', '003', '003', '003', '003', '004', '000', '000', '000', '003', '002', '003', '003', '004', '002', '002', '002', '002', '002', '002', '002', '003', '003', '003', '002', '003', '003', '003', '003', '003', '003', '004', '004', '003', '002', '004', '003', '003', '004', '002', '003', '002', '002', '002', '002', '003', '003', '003', '002', '003', '002', '003', '002', '003', '003', '003', '003', '003', '003', '003', '003', '004', '004', '004', '002', '003', '002', '002', '002', '003', '003', '003', '002', '002', '000', '003', '003', '003', '000', '003', '002', '003', '002', '003', '003', '003', '004', '003', '003', '002', '002', '003', '002', '003', '003', '002', '002', '003', '002', '000', '003', '003', '002', '000', '002', '002', '002', '002', '003', '003', '003', '003', '003', '003', '002', '002', '003', '003', '003', '002', '003', '003', '002', '002', '000', '003', '003', '003', '000', '002', '003', '002', '003', '003', '003', '003', '003', '003', '003', '002', '002', '002', '002', '002', '003', '003', '003', '003', '003', '003', '000', '003', '000', '003', '003', '003', '003', '003', '003', '003', '003', '004', '003', '003', '002', '002', '002', '002', '002', '003', '003', '003', '003', '003', '003', '000', '003', '000', '003', '003', '003', '003', '003', '004', '003', '003', '003', '003', '003', '002', '002', '002', '002', '002', '003', '003', '002', '003', '004', '003', '000', '004', '000', '003', '003', '003', '003', '003', '003', '003', '003', '003', '003', '003', '002', '003', '002', '002', '002', '002', '002', '003', '003', '003', '004', '004', '000', '003', '003', '003', '003', '003', '003', '004', '003', '002', '003', '003', '003', '002', '002', '002', '002', '002', '002', '002', '002', '003', '003', '004', '004', '000', '002', '002', '003', '003', '003', '004', '003', '003', '003', '003', '002', '002']"
4,4,0,52,25,25,20,"{L 20 3 15 3, rect 4 4, rect 2 9}",<cpp.planners.greedy.GreedyPlanner object at 0x0000011BA7624BB0>,4,"['003', '003', '003', '003', '002', '002', '003', '003', '002', '002', '002', '002', '001', '002', '002', '003', '003', '003', '003', '003', '003', '003', '002', '003', '002', '003', '004', '003', '003', '002', '002', '003', '003', '003', '002', '003', '002', '003', '002', '002', '002', '003', '003', '003', '003', '003', '004', '002', '003', '002', '003', '003', '003', '002', '002', '002', '002', '003', '003', '003', '002', '002', '002', '002', '002', '002', '002', '003', '003', '003', '003', '003', '002', '002', '002', '002', '003', '003', '003', '002', '002', '003', '002', '003', '003', '003', '002', '003', '002', '002', '002', '002', '003', '003', '003', '003', '002', '003', '002', '002', '002', '003', '002', '002', '002', '002', '001', '002', '002', '003', '002', '003', '003', '003', '001', '002', '002', '002', '003', '003', '002', '003', '002', '003', '002', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '003', '003', '002', '002', '001', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '002', '003', '002', '002', '001', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '000', '002', '003', '003', '003', '001', '000', '000', '000', '001', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '003', '003', '003', '003', '002', '002', '000', '000', '000', '001', '001', '003', '003', '003', '003', '003', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '003', '003', '003', '003', '003', '000', '000', '000', '001', '002', '002', '002', '003', '003', '003', '003', '002', '002', '002', '002', '001', '002', '002', '002', '002', '002', '003', '003', '003', '003', '000', '000', '000', '001', '002', '002', '002', '003', '003', '003', '003', '002', '002', '002', '001', '002', '002', '002', '002', '002', '002', '002', '003', '003', '002', '000', '000', '000', '001', '001', '002', '002', '002', '003', '002', '002', '002', '002', '002', '002', '002', '001', '002', '002', '002', '002', '002', '002', '003', '002', '000', '000', '000', '001', '001', '002', '002', '002', '002', '002', '002', '003', '002', '000', '000', '002', '002', '002', '003', '003', '002', '002', '003', '003', '003', '000', '000', '000', '001', '002', '001', '002', '002', '002', '002', '002', '002', '002', '000', '000', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '000', '000', '000', '001', '001', '002', '001', '002', '002', '002', '003', '002', '002', '000', '000', '002', '002', '002', '000', '000', '000', '000', '002', '002', '002', '000', '000', '000', '001', '002', '001', '001', '002', '002', '002', '003', '002', '002', '000', '000', '002', '003', '002', '000', '000', '000', '000', '002', '002', '002', '000', '000', '000', '001', '001', '001', '002', '002', '002', '002', '003', '003', '002', '000', '000', '002', '002', '002', '000', '000', '000', '000', '001', '002', '002', '000', '000', '000', '002', '002', '002', '001', '001', '002', '002', '002', '002', '002', '000', '000', '001', '002', '002', '000', '000', '000', '000', '002', '002', '002', '000', '000', '000', '002', '002', '002', '002', '001', '001', '002', '001', '001', '002', '000', '000', '002', '002', '002', '002', '002', '002', '002', '002', '002', '003', '002', '002', '002', '002', '002', '001', '002', '002', '002', '002', '002', '001', '001', '000', '000', '003', '002', '002', '002', '002', '002', '002', '002', '002', '003', '002', '002', '001', '002', '001', '002', '001', '001', '002', '002', '002', '001', '001', '000', '000', '003', '003', '002', '002', '003', '003', '003', '003', '003', '002', '002', '003', '002', '001', '001', '001', '001', '001', '002', '002', '001', '002', '002', '002', '003', '003', '003', '002', '002', '002', '003', '002', '002', '002', '003', '003', '002', '001', '002', '001', '001', '001', '002', '002', '002', '001', '002', '002', '003', '002', '002', '003', '003', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '001', '001', '001', '001', '001', '001', '001', '002', '002', '002', '002', '002', '002', '002', '003', '003', '003', '002', '002', '001', '002', '002']"
5,5,0,325,25,25,3,cpp\maps\star.png,<cpp.planners.greedy.GreedyPlanner object at 0x0000011BA7624BE0>,3,"['002', '001', '001', '001', '001', '001', '002', '001', '002', '001', '001', '001', '000', '002', '002', '002', '002', '002', '001', '002', '002', '003', '003', '003', '003', '001', '002', '001', '001', '001', '002', '002', '002', '002', '002', '002', '001', '000', '003', '003', '002', '002', '001', '002', '002', '003', '003', '002', '003', '003', '001', '001', '001', '001', '001', '002', '002', '002', '002', '002', '002', '000', '002', '000', '002', '002', '001', '001', '001', '002', '002', '002', '002', '003', '003', '001', '001', '001', '001', '001', '001', '001', '002', '002', '002', '002', '000', '002', '000', '002', '002', '001', '001', '001', '002', '002', '002', '002', '003', '003', '001', '001', '001', '001', '002', '002', '002', '001', '002', '002', '002', '000', '002', '000', '002', '002', '002', '001', '002', '002', '002', '002', '002', '003', '002', '001', '001', '001', '001', '002', '002', '002', '002', '002', '002', '000', '001', '001', '002', '000', '002', '001', '001', '002', '002', '002', '002', '002', '003', '002', '001', '001', '002', '001', '001', '001', '002', '002', '001', '001', '000', '001', '002', '001', '000', '001', '002', '002', '002', '002', '002', '002', '002', '002', '002', '001', '001', '001', '001', '002', '001', '001', '002', '002', '002', '000', '001', '002', '002', '000', '002', '002', '002', '002', '001', '001', '002', '002', '002', '002', '001', '001', '001', '001', '001', '002', '002', '002', '001', '001', '002', '001', '001', '002', '002', '002', '002', '001', '002', '001', '001', '002', '002', '002', '002', '001', '001', '001', '001', '002', '001', '001', '001', '001', '001', '002', '001', '001', '001', '001', '002', '002', '001', '002', '002', '002', '002', '002', '002', '002', '001', '002', '001', '001', '001', '000', '000', '000', '001', '001', '001', '002', '001', '001', '001', '002', '001', '000', '000', '000', '002', '002', '002', '002', '003', '001', '002', '000', '000', '000', '002', '001', '001', '001', '001', '002', '001', '000', '001', '001', '001', '001', '001', '002', '002', '000', '000', '000', '003', '003', '000', '000', '002', '001', '002', '001', '001', '001', '001', '002', '001', '000', '000', '000', '001', '002', '001', '002', '002', '002', '002', '002', '002', '000', '000', '001', '002', '000', '000', '000', '001', '001', '001', '001', '002', '002', '002', '000', '002', '001', '002', '002', '001', '002', '001', '000', '000', '000', '002', '001', '002', '001', '002', '002', '002', '000', '000', '000', '001', '001', '002', '002', '002', '002', '002', '001', '002', '000', '000', '000', '002', '001', '001', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '001', '002', '002', '002', '002', '002', '001', '001', '003', '002', '002', '002', '002', '002', '001', '001', '002', '002', '002', '002', '001', '002', '002', '002', '002', '002', '002', '003', '003', '003', '002', '002', '001', '002', '002', '002', '002', '002', '002', '001', '001', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '000', '002', '002', '003', '000', '002', '001', '002', '001', '002', '002', '002', '002', '002', '001', '002', '002', '002', '002', '002', '002', '002', '002', '002', '001', '000', '002', '002', '002', '000', '001', '002', '002', '002', '002', '002', '002', '002', '002', '001', '003', '003', '002', '002', '002', '002', '002', '002', '002', '001', '000', '002', '002', '002', '000', '002', '001', '001', '002', '002', '002', '002', '002', '001', '002', '002', '003', '002', '002', '002', '002', '002', '002', '002', '002', '001', '000', '002', '000', '002', '002', '001', '001', '001', '002', '002', '002', '002', '001', '002', '002', '002', '003', '002', '002', '002', '002', '002', '002', '002', '002', '000', '002', '000', '001', '001', '001', '002', '001', '001', '002', '002', '002', '002', '002', '002', '002', '002', '003', '002', '002', '002', '002', '002', '002', '002', '000', '003', '000', '002', '002', '002', '002', '001', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '003', '002', '002', '002', '002', '002', '002', '003', '000', '002', '002', '002', '001', '002', '002', '001', '001', '001', '002', '002', '001', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '000', '001', '001', '001', '001', '001', '002', '001', '001', '001', '002', '002', '001']"
6,6,0,51,25,25,20,"{rect 8 4, L 7 2 -8 3, rect 6 6}",<cpp.planners.greedy.GreedyPlanner object at 0x0000011BA7624C10>,4,"['002', '002', '001', '002', '002', '001', '002', '001', '001', '001', '001', '002', '001', '001', '001', '001', '001', '002', '002', '002', '002', '002', '002', '002', '001', '001', '002', '002', '002', '002', '002', '001', '002', '001', '001', '002', '002', '001', '001', '002', '001', '001', '002', '002', '003', '002', '002', '002', '002', '002', '001', '002', '002', '002', '002', '002', '002', '002', '001', '002', '002', '002', '002', '002', '001', '001', '002', '002', '002', '003', '002', '002', '002', '002', '002', '001', '002', '002', '002', '002', '002', '002', '002', '002', '002', '002', '001', '002', '001', '001', '002', '002', '002', '002', '002', '003', '003', '002', '003', '002', '002', '002', '002', '002', '002', '002', '002', '001', '002', '002', '002', '002', '001', '001', '001', '001', '002', '001', '003', '003', '002', '003', '003', '003', '003', '001', '001', '002', '001', '002', '001', '002', '002', '002', '001', '002', '002', '001', '002', '001', '001', '001', '002', '002', '003', '003', '003', '003', '003', '003', '001', '001', '001', '001', '002', '002', '001', '002', '002', '002', '002', '001', '002', '001', '001', '002', '001', '000', '000', '000', '003', '003', '004', '004', '004', '001', '001', '002', '001', '002', '002', '002', '002', '002', '002', '002', '002', '003', '002', '002', '002', '001', '000', '000', '000', '003', '003', '004', '004', '004', '002', '002', '001', '002', '001', '002', '002', '002', '002', '002', '002', '002', '003', '002', '002', '002', '002', '000', '000', '000', '003', '003', '003', '003', '004', '002', '002', '002', '002', '002', '002', '002', '002', '003', '002', '002', '002', '002', '003', '002', '002', '002', '000', '000', '000', '003', '003', '003', '003', '003', '002', '003', '003', '002', '003', '002', '002', '003', '003', '003', '002', '002', '003', '002', '002', '002', '002', '000', '000', '000', '003', '004', '004', '004', '004', '002', '002', '002', '002', '003', '003', '003', '003', '002', '003', '003', '002', '003', '002', '002', '002', '002', '000', '000', '000', '003', '004', '004', '004', '004', '001', '002', '000', '000', '000', '000', '000', '000', '000', '000', '002', '003', '003', '003', '002', '002', '002', '000', '000', '000', '000', '000', '000', '000', '004', '002', '001', '000', '000', '000', '000', '000', '000', '000', '000', '003', '003', '002', '002', '002', '002', '002', '000', '000', '000', '000', '000', '000', '000', '004', '001', '002', '000', '000', '000', '000', '000', '000', '000', '000', '003', '002', '002', '002', '002', '001', '002', '001', '001', '001', '002', '002', '002', '004', '004', '001', '002', '000', '000', '000', '000', '000', '000', '000', '000', '003', '002', '002', '002', '002', '002', '002', '001', '002', '001', '002', '002', '003', '003', '004', '002', '002', '001', '001', '001', '001', '001', '002', '001', '002', '002', '001', '001', '002', '002', '003', '002', '002', '002', '002', '001', '002', '003', '004', '003', '001', '002', '001', '001', '001', '001', '001', '002', '002', '000', '000', '000', '000', '000', '000', '002', '003', '002', '002', '002', '001', '002', '002', '002', '003', '002', '001', '001', '002', '001', '001', '002', '001', '001', '000', '000', '000', '000', '000', '000', '002', '003', '002', '003', '002', '002', '002', '002', '002', '001', '002', '001', '001', '001', '002', '001', '001', '002', '001', '000', '000', '000', '000', '000', '000', '002', '002', '002', '002', '002', '002', '002', '002', '002', '001', '002', '001', '002', '002', '002', '002', '002', '001', '001', '000', '000', '000', '000', '000', '000', '002', '003', '002', '003', '002', '002', '002', '002', '002', '002', '001', '002', '001', '002', '002', '002', '001', '002', '001', '000', '000', '000', '000', '000', '000', '002', '002', '003', '002', '002', '002', '002', '002', '003', '003', '001', '001', '001', '001', '002', '001', '001', '001', '001', '000', '000', '000', '000', '000', '000', '002', '002', '002', '003', '002', '002', '002', '002', '002', '003', '001', '001', '002', '001', '002', '002', '001', '001', '001', '002', '001', '001', '002', '002', '001', '002', '003', '003', '003', '003', '003', '002', '002', '002', '003', '001', '001', '001', '001', '002', '001', '001', '001', '001', '001', '001', '001', '001', '002', '002', '003', '003', '002', '002', '002', '002', '002', '002', '003', '002']"
